Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012]
GDP per capita (current US$),NY.GDP.PCAP.CD,United Kingdom,GBR,26296.448188778,25864.3949738535,28202.8542573635,32586.6428021759,38308.4363664645,39934.7836019879,42446.7955745067,48319.9319455834,45167.7352263141,37076.6452548831,38362.2171225955,40974.7081448937,41050.7719367539
GDP per capita (current US$),NY.GDP.PCAP.CD,Brunei Darussalam,BRN,18086.6040375541,16516.8367698214,16868.3921155222,18541.9245766443,21819.2867873185,25913.6173469527,30612.634712187,32109.0621741745,37094.863308567,27212.4569571827,30882.3951524108,41059.9451551355,41126.6127283505
GDP per capita (current US$),NY.GDP.PCAP.CD,High income: OECD,OEC,26435.6169155416,26061.9890852695,27029.5615859535,30192.428397173,33369.1403645721,34921.0088161316,36535.9388409796,39657.2017978616,41651.7597101417,38955.6656494369,40447.3833865881,43179.7482944828,42903.1482101991
GDP per capita (current US$),NY.GDP.PCAP.CD,Germany,DEU,23685.3507471519,23654.2827650797,25170.8242069175,30318.5164137544,34120.1912644612,34650.7781763491,36401.4225071544,41762.9089109916,45632.8367808436,41671.3026974748,41725.8500720167,45867.7664803884,43931.6917088564
GDP per capita (current US$),NY.GDP.PCAP.CD,Iceland,ISL,31819.7062158033,28589.7434463388,31945.129523503,39114.2431488649,47032.5338723761,56611.30376533,56293.7902258466,68835.3064258705,55446.7630336537,40263.2826313664,41695.8945861852,46042.3706244713,44377.3739015039
GDP per capita (current US$),NY.GDP.PCAP.CD,Belgium,BEL,23151.9537440851,23078.4180600078,25006.7913546241,30702.5134923725,35547.5358635613,36927.9990776057,38936.3309077166,44449.6890600822,48561.3563991367,44999.2015813962,44360.9016865863,47801.5969046154,44818.045053451
GDP per capita (current US$),NY.GDP.PCAP.CD,Japan,JPN,37299.6441291293,32716.4186748897,31235.5881843914,33690.9377297154,36441.5044939422,35781.1700525965,34075.9789494111,34033.7012549361,37865.6180313874,39322.6047284114,42909.2341523544,46203.7095189836,46679.2654322303
GDP per capita (current US$),NY.GDP.PCAP.CD,Finland,FIN,24253.2504245786,24913.2445163584,26834.0262501804,32816.160880214,37636.1117341753,38969.171631813,41120.6765061581,48288.5490978186,53401.3148725198,47107.1557090705,46205.1660111855,50787.5649828531,47415.5598711351
GDP per capita (current US$),NY.GDP.PCAP.CD,Faeroe Islands,FRO,22850.4429638732,24501.9580638333,26563.7561394377,30778.7918969164,34520.887422886,35211.4939698451,39870.1254283213,45974.68484988,48652.9989747794,45506.0026522215,46412.5051129704,49822.380334952,47600.4003372833
GDP per capita (current US$),NY.GDP.PCAP.CD,Austria,AUT,24517.2651460415,24489.7377566869,26351.3814991077,32102.9263831301,36693.3995817902,38242.0500749095,40430.993614499,46586.6486029444,51386.3784114246,47654.1938696155,46593.3892166807,51130.9690458124,48348.2259628237
GDP per capita (current US$),NY.GDP.PCAP.CD,Ireland,IRL,26100.6668217544,28051.8354712738,32354.3056454634,40904.5948300442,47425.636318742,50569.0777622876,53944.022309315,61218.6187098877,60968.8376337523,51496.6333510021,47903.6813267378,51948.346535576,48391.3149728058
GDP per capita (current US$),NY.GDP.PCAP.CD,Netherlands,NLD,25958.1530822306,26554.063033556,28762.1945272485,35186.8709268694,39678.8163259552,41199.7255630695,44011.2826697796,50861.0664202826,56628.7511722595,51909.5849007047,50341.251919716,53537.2751512189,49128.0872747404
GDP per capita (current US$),NY.GDP.PCAP.CD,United States,USA,36449.8551155349,37273.6181034176,38166.0378407812,39677.1983481058,41921.8097617892,44307.9205848603,46437.0671173065,48061.5376613353,48401.4273403899,47001.5553496818,48374.0564565966,49781.357490134,51456.6587280353
GDP per capita (current US$),NY.GDP.PCAP.CD,North America,NAC,35232.9984630427,35930.8491772686,36777.868886872,38535.6966175216,40933.4748613302,43498.181200198,45834.9557269967,47702.4652807684,48213.007827818,46393.4649786254,48291.4597271455,50016.8270592835,51590.1465776446
GDP per capita (current US$),NY.GDP.PCAP.CD,Canada,CAN,24031.9512017887,23573.7500651106,23995.0163265338,28026.0060130447,31830.0118713303,36028.2324902754,40243.5522837141,44328.4753768925,46400.4418456756,40764.1413468899,47463.6311923649,52086.533524627,52733.4736890102
GDP per capita (current US$),NY.GDP.PCAP.CD,Kuwait,KWT,19786.6950070285,17616.2291299585,18620.3523227765,22621.8581302849,27061.8857663891,35185.9306721465,42010.8723539511,44868.5152120542,54540.4237306298,37158.4229928302,38580.4147272754,49295.8349481261,53544.0431248681
GDP per capita (current US$),NY.GDP.PCAP.CD,Singapore,SGP,23793.0363650117,21576.8698392825,22016.7126711623,23574.0025570507,27404.5752387102,29869.6327635758,33578.88807132,39223.5298636825,39722.1150150725,38576.9592330802,46569.688541916,53122.2497341027,54578.17678341
GDP per capita (current US$),NY.GDP.PCAP.CD,Sweden,SWE,29283.0050461572,26969.2445747257,29571.7044643283,36961.4253671424,42442.2204473133,43085.353145957,46256.4716010495,53324.3793724756,55746.8423811175,46207.0592032962,52076.4305245885,59593.6847982389,57134.0770682404
GDP per capita (current US$),NY.GDP.PCAP.CD,Denmark,DNK,30743.5591735847,30751.6494603843,33228.6929087101,40458.7706402839,46487.5149113562,48816.8358639645,52041.0029728889,58501.1383160235,64181.9946654657,57895.5012246202,57647.668762065,61304.0612046553,57636.1253095393
GDP per capita (current US$),NY.GDP.PCAP.CD,Australia,AUS,21666.9516807638,19496.6387106527,20062.2211406856,23445.1867600691,30449.6196474156,33995.8516729703,36100.558521619,40976.4521926747,49650.4175356324,42702.1982785315,51801.0489492732,62133.6107826902,67511.8249630025
GDP per capita (current US$),NY.GDP.PCAP.CD,"Macao SAR, China",MAC,14127.5666726526,14870.0499638043,15778.5127040793,17586.3770108613,22371.6136872992,25189.779366612,30363.6237160165,36606.7826562025,40847.0524751827,40859.987197503,53045.8790094043,67062.4532091203,77214.8412184874
GDP per capita (current US$),NY.GDP.PCAP.CD,Switzerland,CHE,37813.2302181431,38538.6430680323,41336.7216439991,47960.5635961176,53255.9767002361,54797.5467533557,57348.9244401324,63223.4649178067,72119.5590259182,69672.0086311537,74277.1216031631,88002.6145944266,83295.2586154822
GDP per capita (current US$),NY.GDP.PCAP.CD,Bermuda,BMU,56284.1686478094,58883.9594265967,62583.1002034588,66111.7252270036,70359.3191088798,75882.0338560339,83912.6977976846,90849.5869806436,93605.7481653976,88463.3128161375,88207.3275597322,85973.158416455,85458.455507886
GDP per capita (current US$),NY.GDP.PCAP.CD,Qatar,QAT,29914.2648169695,28666.6095517477,30748.5342984311,35644.4048392527,44051.6573298523,54228.8332777142,62920.6459444512,69166.9620455807,84812.6462865182,62527.6370729614,71510.188440135,88861.038393916,92632.6839391125
GDP per capita (current US$),NY.GDP.PCAP.CD,Norway,NOR,38146.7153917477,38549.5893413937,43061.1503812416,50111.6544494522,57570.2691601943,66775.3943971756,74114.697150083,85128.6575906714,96880.5096146393,80017.7768095085,87646.2700974708,100575.117263444,101563.702677597
GDP per capita (current US$),NY.GDP.PCAP.CD,Luxembourg,LUX,48826.5457882192,47558.3722118289,52190.0655646188,64422.2789895382,74674.1331656762,79595.5340773847,88400.2032742286,102523.39494122,112477.061131841,100735.351853257,102863.095724628,113731.651545496,106022.799072463
GDP per capita (current US$),NY.GDP.PCAP.CD,Liechtenstein,LIE,75057.8851631902,74437.6567222326,79495.517130623,89944.7420719099,100286.667731065,105334.487239003,114197.243158513,130322.605326987,142810.405263537,125641.588517026,140707.058828158,157736.226846259,149710.100732218
GDP per capita (current US$),NY.GDP.PCAP.CD,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Aruba,ABW,20619.5658496388,20671.545738502,20433.6541088167,20834.9397101237,22566.6821576324,23302.8319880055,24015.4206122701,25921.2821405392,27549.3457319106,24639.9353260156,24289.1415161326,25354.7824741086,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Cayman Islands,CYM,..,..,..,..,..,..,64107.3144553243,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Channel Islands,CHI,43299.401141101,41608.4639449202,44157.1624085416,48226.0794793387,55842.6583759826,57209.2491624825,62263.8312103901,73577.1666059856,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,French Polynesia,PYF,14530.2260236,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Greenland,GRL,19004.0034517255,19275.4328079683,20652.8412682386,25129.0765454895,28903.9358328181,29903.284035428,30620.2155288913,37516.7509225391,30883.0349660334,22507.8887155204,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Isle of Man,IMY,20358.6672866154,20802.3512023062,24223.3244585454,28669.4068037561,34624.4867439383,36980.1130792844,41254.2827409838,49654.9057309942,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Korea, Dem. Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Monaco,MCO,82537.4464694446,82537.2638807502,88995.5906708296,108862.794246025,123263.613161822,126599.403276628,135688.799880639,170632.956214847,193892.32225785,153033.131087618,145221.191568424,163035.999801116,..
GDP per capita (current US$),NY.GDP.PCAP.CD,New Caledonia,NCL,12579.5951055864,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,San Marino,SMR,28696.1934967833,29679.4419872134,31355.3737857721,39128.2761447743,44976.3685427224,46193.6726947739,48755.3981185198,55554.1154201189,62191.2322983837,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Syrian Arab Republic,SYR,1180.480689826,1263.3886592253,1269.941767743,1261.8536272235,1419.2641809176,1588.5056715836,1772.5603304955,2065.5396321663,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..
